area,state,ratecenter,numbers
816757,MO,KANSASCITY,18
816798,MO,KANSASCITY,9
816821,MO,KANSASCITY,10
816870,MO,KANSASCITY,6
817216,TX,ARLINGTON,1770
817218,TX,ARLINGTON,29
817327,TX,ARLINGTON,51
817331,TX,ARLINGTON,4
817340,TX,ARLINGTON,75
817351,TX,ARLINGTON,15
817364,TX,ARLINGTON,1
817414,TX,GRAPEVINE,9
817450,TX,ARLINGTON,1
817499,TX,ARLINGTON,23
817604,TX,GRAPEVINE,4
817620,TX,ARLINGTON,1
817621,TX,ARLINGTON,1
817651,TX,ARLINGTON,2
817660,TX,GRAPEVINE,1
817671,TX,ARLINGTON,10
817824,TX,ARLINGTON,118
817827,TX,ARLINGTON,35
817828,TX,ARLINGTON,1
817942,TX,ARLINGTON,2
817943,TX,ARLINGTON,1
817957,TX,ARLINGTON,3
817979,TX,ARLINGTON,1
817998,TX,ARLINGTON,11
818202,CA,VAN NUYS,69
818204,CA,VAN NUYS,5
818215,CA,VAN NUYS,29
818218,CA,LSAN DA 01,6
818229,CA,VAN NUYS,129
818258,CA,VAN NUYS,12
818315,CA,VAN NUYS,3
818327,CA,VAN NUYS,2
818328,CA,VAN NUYS,1
818329,CA,VAN NUYS,2
818410,CA,VAN NUYS,23
818417,CA,VAN NUYS,1
818467,CA,BRBN BRBN,3
818490,CA,LSAN DA 01,2
818499,CA,VAN NUYS,48
818603,CA,VAN NUYS,26
818604,CA,VAN NUYS,3
818607,CA,VAN NUYS,2
818608,CA,VAN NUYS,1
818680,CA,BRBN BRBN,2
818801,CA,VAN NUYS,3
818803,CA,CANOGAPARK,2
818816,CA,VAN NUYS,4
818819,CA,VAN NUYS,3
818828,CA,VAN NUYS,5
818829,CA,VAN NUYS,3
818868,CA,NO HOLLYWD,331
818872,CA,VAN NUYS,2
818948,CA,VAN NUYS,2
828207,NC,ASHEVILLE,1800
828224,NC,FORESTCITY,2
828249,NC,MORGANTON,20
828314,NC,MORGANTON,72
828402,NC,MORGANTON,4
828425,NC,WAYNESVL,28
828444,NC,ASHEVILLE,57
828472,NC,ASHEVILLE,76
828473,NC,ARDEN,2
830207,TX,FREDECKSBG,3
830269,TX,SANANTONIO,6
830337,TX,UVALDE,16
830622,TX,NEWBRANFLS,75
830787,TX,DEL RIO,19
832635,TX,CLEVELAND,57
832697,TX,TOMBALL,6
843219,SC,CHARLESTON,98
843434,SC,CHARLESTON,8
843512,SC,CHARLESTON,7
843570,SC,CHARLESTON,10
843600,SC,FLORENCE,54
843660,SC,FLORENCE,65
843728,SC,CHARLESTON,126
843807,SC,CHARLESTON,1
843961,SC,CHARLESTON,2
845349,NY,NYACK,36
845387,NY,POUGHKEPSI,3
845438,NY,NEWBURGH,3
845449,NY,POUGHKEPSI,29
845487,NY,POUGHKEPSI,4
845556,NY,SPRING VLY,2
845685,NY,SPRING VLY,4
847203,IL,NORTHBROOK,392
847210,IL,NORTHBROOK,364
847216,IL,NORTHBROOK,3
847218,IL,NORTHBROOK,5
847225,IL,NORTHBROOK,136
847237,IL,NORTHBROOK,11
847314,IL,ELGIN,2
847333,IL,NORTHBROOK,5
847335,IL,NORTHBROOK,1
847339,IL,NORTHBROOK,3
847355,IL,NORTHBROOK,33
847365,IL,NORTHBROOK,16
847369,IL,ELGIN,1
847449,IL,NORTHBROOK,1
847479,IL,NORTHBROOK,4042
847614,IL,ARLIGTNHTS,31
847633,IL,WAUKEGAN,2
847684,IL,NORTHBROOK,1
847694,IL,LIBERTYVL,136
847820,IL,NORTHBROOK,3
847974,IL,NORTHBROOK,7
850395,FL,TALLAHASSE,39
850406,FL,PENSACOLA,261
850506,FL,PENSACOLA,39
850507,FL,PENSACOLA,3
850657,FL,TALLAHASSE,173
850802,FL,PENSACOLA,12
850839,FL,PENSACOLA,4
850887,FL,PENSACOLA,10
856253,NJ,HADDONFLD,1087
856274,NJ,WILLIAMSTN,1
856277,NJ,WOODSTOWN,3
856289,NJ,CAMDEN,386
856331,NJ,BERLIN,1
856445,NJ,CAMDEN,198
856531,NJ,HADDONFLD,5
856564,NJ,CAMDEN,27
856613,NJ,CAMDEN,1
856622,NJ,VINELAND,3
856623,NJ,WOODBURY,0
856674,NJ,MOORESTOWN,1
856715,NJ,BRIDGETON,13
856738,NJ,HADDONFLD,7
856752,NJ,COLLINGSWD,7
856855,NJ,HADDONFLD,9
856901,NJ,HADDONFLD,3
858347,CA,DEL MAR,417
858728,CA,SNDG MRMS,4
859330,KY,LEXINGTON,3597
859352,KY,LEXINGTON,2
860330,CT,HARTFORD,6
860332,CT,HARTFORD,3
860360,CT,HARTFORD,10
860363,CT,HARTFORD,14
860366,CT,HARTFORD,5
860369,CT,HARTFORD,3
860473,CT,HARTFORD,6
860504,CT,HARTFORD,515
860587,CT,HARTFORD,426
860708,CT,HARTFORD,57
860743,CT,NEW LONDON,2
860820,CT,HARTFORD,122
860825,CT,HARTFORD,354
863217,FL,WINTER HVN,8
863501,FL,WINTER HVN,10
863502,FL,WINTER HVN,308
863568,FL,LAKELAND,1
863570,FL,LAKELAND,841
863609,FL,LAKELAND,1
863819,FL,LAKELAND,1
864212,SC,SPARTANBG,641
864215,SC,GREENVILLE,1
864217,SC,GREENVILLE,3
864218,SC,SPARTANBG,1
864290,SC,GREENVILLE,4
864390,SC,GREENVILLE,360
864410,SC,GREENVILLE,3
864460,SC,GREENVILLE,17
864470,SC,GREENVILLE,11
864471,SC,GREENVILLE,2
864493,SC,GAFFNEY,4
864521,SC,ANDERSON,16
864524,SC,CLINTON,2
864620,SC,SPARTANBG,145
864996,SC,GREENVILLE,116
865289,TN,KNOXVILLE,72
865301,TN,KNOXVILLE,8
865358,TN,KNOXVILLE,7
865359,TN,KNOXVILLE,1
865402,TN,KNOXVILLE,3
865504,TN,KNOXVILLE,45
865597,TN,KNOXVILLE,1686
865701,TN,KNOXVILLE,25
865749,TN,KNOXVILLE,29
865818,TN,KNOXVILLE,31
865916,TN,OAK RIDGE,21
865996,TN,KNOXVILLE,1
901200,TN,MEMPHIS,302
901223,TN,MEMPHIS,19
901307,TN,MEMPHIS,1
901391,TN,MEMPHIS,86
901392,TN,MEMPHIS,136
901442,TN,MEMPHIS,2
901447,TN,MEMPHIS,71
901477,TN,MEMPHIS,35
901532,TN,MEMPHIS,8
901534,TN,MEMPHIS,1
901637,TN,MEMPHIS,2
901638,TN,MEMPHIS,1
901639,TN,MEMPHIS,2
901640,TN,MEMPHIS,1
901703,TN,MEMPHIS,7
901769,TN,MEMPHIS,12
901773,TN,MEMPHIS,3
901777,TN,MEMPHIS,41
901790,TN,MEMPHIS,4
903828,TX,GREENVILLE,94
903888,TX,CORSICANA,2
903943,TX,SHERMAN,166
904283,FL,ST JOHNS,14
904286,FL,ST JOHNS,13
904433,FL,JACKSONVL,22
904459,FL,JACKSONVL,1
904617,FL,JACKSONVL,2
904812,FL,JACKSONVL,1
904815,FL,JACKSONVL,1
904816,FL,JACKSONVL,1
904817,FL,JACKSONVL,1
904876,FL,JACKSONVL,465
908261,NJ,ELIZABETH,421
908471,NJ,ELIZABETH,1
908515,NJ,UNIONVILLE,2
908631,NJ,PEAPACK,2
908825,NJ,UNIONVILLE,19
909207,CA,CLAREMONT,125
909216,CA,COLTON,43
909249,CA,ONTARIO,140
909250,CA,COLTON,5
909290,CA,RIVERSIDE,566
909299,CA,CORONA,4
909309,CA,ONTARIO,9
909405,CA,ONTARIO,4
909410,CA,COLTON,7
909412,CA,RIVERSIDE,3
909416,CA,RIVERSIDE,6
909432,CA,COLTON,468
909523,CA,CLAREMONT,4
909535,CA,COLTON,24
909617,CA,HEMT HEMT,1
909722,CA,S BERNDINO,2
909814,CA,COLTON,51
909819,CA,ARLINGTON,0
910412,NC,WILMINGTON,2
910413,NC,LAURINBURG,164
910414,NC,ROCKINGHAM,3
913610,KS,KANSASCITY,6
913613,KS,KANSASCITY,1
913639,KS,KANSASCITY,6
913641,KS,KANSASCITY,1
913644,KS,KANSASCITY,2
913656,KS,KANSASCITY,2
913978,KS,KANSASCITY,1
914264,NY,SPRING VLY,21
914284,NY,WSCHSTZN08,61
914321,NY,WSCHSTZN08,1112
914324,NY,WSCHSTZN08,3
914379,NY,WSCHSTZN01,3
914392,NY,WSCHSTZN08,1
914442,NY,WSCHSTZN08,6
914445,NY,WSCHSTZN08,225
914492,NY,WSCHSTZN08,14
914537,NY,WSCHSTZN08,1
914544,NY,WSCHSTZN08,1
914551,NY,WSCHSTZN08,45
914553,NY,WSCHSTZN08,7
914585,NY,MT VERNON,7
914842,NY,PEEKSKILL,7
914951,NY,WSCHSTZN08,138
914952,NY,WSCHSTZN08,463
914972,NY,WSCHSTZN08,5
915287,TX,EL PASO,31
915663,TX,EL PASO,1139
916401,CA,SCRM MAIN,10
916466,CA,SCRM MAIN,45
916499,CA,SCRM MAIN,835
916506,CA,SCRM MAIN,6
916522,CA,SCRM MAIN,56
916592,CA,SCRM MAIN,18
916814,CA,SCRM MAIN,9
916815,CA,SCRM MAIN,221
916816,CA,SCRM MAIN,5718
916819,CA,SCRM MAIN,22
916828,CA,SCRM MAIN,134
916948,CA,FAIR OAKS,4
916951,CA,SCRM MAIN,6
916981,CA,SCRM MAIN,190
917205,NY,NWYRCYZN01,7865
917218,NY,NWYRCYZN01,4137
917219,NY,NWYRCYZN06,5032
917223,NY,NWYRCYZN01,46
917233,NY,NWYRCYZN06,54
917240,NY,NWYRCYZN01,8
917241,NY,NWYRCYZN01,390
917245,NY,NWYRCYZN06,1
917247,NY,NWYRCYZN01,18
917248,NY,NWYRCYZN01,34
917249,NY,NWYRCYZN06,17
917252,NY,NWYRCYZN01,287
917253,NY,NWYRCYZN01,19
917255,NY,NWYRCYZN08,1
917264,NY,NWYRCYZN01,5
917276,NY,NWYRCYZN01,7
917290,NY,NWYRCYZN06,5
917296,NY,NWYRCYZN01,1
917298,NY,NWYRCYZN06,19
917313,NY,NWYRCYZN01,420
917314,NY,NWYRCYZN01,54
917317,NY,NWYRCYZN01,24
917321,NY,NWYRCYZN01,6
917323,NY,NWYRCYZN01,2
917329,NY,NWYRCYZN08,1
917333,NY,NWYRCYZN01,7
917356,NY,NWYRCYZN01,8
917358,NY,NWYRCYZN01,1
917360,NY,NWYRCYZN01,1
917372,NY,NWYRCYZN01,17
917377,NY,NWYRCYZN01,2
917380,NY,NWYRCYZN01,7
917381,NY,NWYRCYZN01,37
917384,NY,NWYRCYZN01,1
917389,NY,NWYRCYZN01,5
917390,NY,NWYRCYZN06,73
917395,NY,NWYRCYZN06,112
917401,NY,NWYRCYZN01,37
917404,NY,NWYRCYZN11,7
917413,NY,NWYRCYZN08,1
917419,NY,NWYRCYZN08,0
917422,NY,NWYRCYZN01,8
917424,NY,NWYRCYZN01,158
917425,NY,NWYRCYZN06,9
917427,NY,NWYRCYZN06,26
917429,NY,NWYRCYZN11,6
917430,NY,NWYRCYZN11,7
917433,NY,NWYRCYZN06,1235
917448,NY,NWYRCYZN01,1049
917457,NY,NWYRCYZN01,87
917458,NY,NWYRCYZN01,26
917461,NY,NWYRCYZN08,5
917462,NY,NWYRCYZN01,6
917467,NY,NWYRCYZN01,4
917469,NY,NWYRCYZN01,12
917481,NY,NWYRCYZN08,5
917483,NY,NWYRCYZN06,35
917486,NY,NWYRCYZN06,27
917487,NY,NWYRCYZN06,1
917489,NY,NWYRCYZN01,3
917490,NY,NWYRCYZN06,1
917491,NY,NWYRCYZN06,3
917506,NY,NWYRCYZN01,27
917537,NY,NWYRCYZN01,134
917552,NY,NWYRCYZN01,10
917556,NY,NWYRCYZN01,42
917598,NY,NWYRCYZN08,1
917610,NY,NWYRCYZN01,7
917614,NY,NWYRCYZN01,2
917616,NY,NWYRCYZN01,5
917625,NY,NWYRCYZN01,33
917632,NY,NWYRCYZN01,27
917641,NY,NWYRCYZN01,365
917644,NY,NWYRCYZN01,2
917646,NY,NWYRCYZN01,7
917649,NY,NWYRCYZN01,25
917665,NY,NWYRCYZN06,7
917706,NY,NWYRCYZN01,42
917707,NY,NWYRCYZN08,4
917712,NY,NWYRCYZN01,3
917713,NY,NWYRCYZN01,4
917729,NY,NWYRCYZN01,1144
917735,NY,NWYRCYZN06,1
917738,NY,NWYRCYZN01,53
917739,NY,NWYRCYZN01,5
917752,NY,NWYRCYZN01,6
917758,NY,NWYRCYZN06,23
917759,NY,NWYRCYZN06,9
917760,NY,NWYRCYZN06,304
917761,NY,NWYRCYZN06,62
917762,NY,NWYRCYZN01,41
917766,NY,NWYRCYZN06,8
917772,NY,NWYRCYZN01,2
917782,NY,NWYRCYZN01,1
917784,NY,NWYRCYZN01,6
917785,NY,NWYRCYZN01,19
917786,NY,NWYRCYZN01,185
917787,NY,NWYRCYZN01,39
917788,NY,NWYRCYZN01,25
917798,NY,NWYRCYZN01,3
917799,NY,NWYRCYZN01,2
917802,NY,NWYRCYZN01,15
917812,NY,NWYRCYZN01,13
917820,NY,NWYRCYZN01,17
917823,NY,NWYRCYZN01,7
917824,NY,NWYRCYZN01,114
917840,NY,NWYRCYZN08,4
917844,NY,NWYRCYZN01,6
917845,NY,NWYRCYZN01,15
917850,NY,NWYRCYZN01,4
917851,NY,NWYRCYZN01,2
917852,NY,NWYRCYZN01,1
917857,NY,NWYRCYZN01,14
917866,NY,NWYRCYZN06,10
917867,NY,NWYRCYZN06,2
917869,NY,NWYRCYZN06,10
917871,NY,NWYRCYZN01,155
917872,NY,NWYRCYZN06,4
917874,NY,NWYRCYZN01,3
917875,NY,NWYRCYZN01,6
917876,NY,NWYRCYZN01,2
917878,NY,NWYRCYZN06,1
917879,NY,NWYRCYZN06,29
917883,NY,NWYRCYZN01,25
917884,NY,NWYRCYZN01,341
917894,NY,NWYRCYZN06,5
917895,NY,NWYRCYZN11,5
917896,NY,NWYRCYZN11,13
917897,NY,NWYRCYZN01,30
917898,NY,NWYRCYZN01,2
917899,NY,NWYRCYZN01,4227
917901,NY,NWYRCYZN01,2
917904,NY,NWYRCYZN01,11
917906,NY,NWYRCYZN01,2
917918,NY,NWYRCYZN01,9
917919,NY,NWYRCYZN01,44
917925,NY,NWYRCYZN06,10
917926,NY,NWYRCYZN01,1
917927,NY,NWYRCYZN01,9
917944,NY,NWYRCYZN01,1
917948,NY,NWYRCYZN06,13
917949,NY,NWYRCYZN06,4
917954,NY,NWYRCYZN01,15
917964,NY,NWYRCYZN06,2
917973,NY,NWYRCYZN06,0
917978,NY,NWYRCYZN01,1
917980,NY,NWYRCYZN06,25
917984,NY,NWYRCYZN06,1
917986,NY,NWYRCYZN06,1
917987,NY,NWYRCYZN06,2
917988,NY,NWYRCYZN06,8
917989,NY,NWYRCYZN06,10
917990,NY,NWYRCYZN06,2
917996,NY,NWYRCYZN01,431
918220,OK,MCALESTER,896
918643,OK,TULSA,196
918646,OK,TULSA,200
918672,OK,TULSA,71
918761,OK,TULSA,2428
918763,OK,TULSA,51
918880,OK,TULSA,2
919310,NC,RALEIGH,68
919312,NC,RALEIGH,11
919318,NC,DURHAM,5
919347,NC,CHAPELHILL,1894
919393,NC,RALEIGH,2518
919487,NC,DURHAM,95
919503,NC,RALEIGH,1
919506,NC,DURHAM,199
919507,NC,RALEIGH,48
919509,NC,RALEIGH,11
919540,NC,DURHAM,6
919565,NC,RALEIGH,44
919712,NC,RALEIGH,3
919826,NC,GOLDSBORO,1131
919982,NC,RALEIGH,79
919983,NC,RALEIGH,62
920258,WI,OSHKOSH,460
920275,WI,APPLETON,13
920440,WI,GREEN BAY,6
920616,WI,APPLETON,6
920665,WI,GREEN BAY,67
920736,WI,FONDDU LAC,1
920909,WI,APPLETON,3
925213,CA,WALNUT CRK,10
925312,CA,ANTIOCH,1
925340,CA,WALNUT CRK,13
925509,CA,BSHP RNCH,6
925920,CA,WALNUT CRK,99
931323,TN,SPRINGHILL,1
931353,TN,COLUMBIA,29
936732,TX,HUNTSVILLE,32
937201,OH,DAYTON,5
937282,OH,DAYTON,19
937330,OH,ENON,26
937334,OH,DAYTON,4368
937359,OH,DAYTON,67
937370,OH,ENON,55
937391,OH,ENON,39
937480,OH,DAYTON,66
937491,OH,ENON,18
937517,OH,NEWCARLISL,1
937628,OH,DAYTON,23
937635,OH,ENON,54
937636,OH,DAYTON,105
937940,OH,DAYTON,36
937973,OH,DAYTON,127
937978,OH,ENON,7
940722,TX,DENTON,41
941319,FL,SARASOTA,52
941333,FL,SARASOTA,2
941372,FL,SARASOTA,2
941506,FL,SARASOTA,5
941569,FL,SARASOTA,2
949602,CA,IRVINE,5
952203,MN,TWINCITIES,20
952231,MN,TWINCITIES,3623
952235,MN,TWINCITIES,9
952365,MN,TWINCITIES,27
952394,MN,TWINCITIES,11
952601,MN,TWINCITIES,4
952608,MN,TWINCITIES,3
952645,MN,TWINCITIES,1
952809,MN,TWINCITIES,1
952901,MN,TWINCITIES,9
952907,MN,TWINCITIES,6
952909,MN,TWINCITIES,2
952980,MN,TWINCITIES,4
954207,FL,FTLAUDERDL,29
954230,FL,FTLAUDERDL,1095
954244,FL,FTLAUDERDL,9
954286,FL,FTLAUDERDL,390
954307,FL,FTLAUDERDL,2
954387,FL,FTLAUDERDL,35
954402,FL,FTLAUDERDL,9
954403,FL,FTLAUDERDL,1
954413,FL,FTLAUDERDL,1
954506,FL,FTLAUDERDL,10
954521,FL,FTLAUDERDL,4
954528,FL,FTLAUDERDL,70
954679,FL,FTLAUDERDL,26
954808,FL,FTLAUDERDL,2
954810,FL,FTLAUDERDL,3
954814,FL,FTLAUDERDL,2
954855,FL,FTLAUDERDL,1
954875,FL,FTLAUDERDL,19
954877,FL,FTLAUDERDL,9
954878,FL,FTLAUDERDL,19
954879,FL,FTLAUDERDL,6
954896,FL,FTLAUDERDL,6
954897,FL,FTLAUDERDL,5
954898,FL,FTLAUDERDL,6
954992,FL,FTLAUDERDL,79
956268,TX,MCALLEN,119
956288,TX,EDINBURG,372
956344,TX,LAREDO,163
956623,TX,MCALLEN,6
956767,TX,HARLINGEN,314
956768,TX,BROWNSVL,298
972229,TX,GRANDPRARI,3722
972297,TX,GRANDPRARI,135
972319,TX,GRANDPRARI,227
972320,TX,GRANDPRARI,3
972321,TX,GRANDPRARI,1
972326,TX,IRVING,38
972328,TX,GRANDPRARI,2
972356,TX,GRANDPRARI,85
972397,TX,GRANDPRARI,3
972451,TX,GRANDPRARI,319
972500,TX,IRVING,57
972545,TX,IRVING,222
972565,TX,GRANDPRARI,0
972568,TX,MCKINNEY,1
972585,TX,IRVING,1
972592,TX,IRVING,2
972593,TX,IRVING,5
972609,TX,GRANDPRARI,9
972622,TX,GRANDPRARI,6
972667,TX,GRANDPRARI,13
972710,TX,GRANDPRARI,1
972760,TX,GRANDPRARI,33
972902,TX,GRANDPRARI,8
972909,TX,GRANDPRARI,9
972944,TX,GRANDPRARI,3
973205,NJ,NEWARK,472
973213,NJ,NEWARK,12
973231,NJ,NEWARK,1
973269,NJ,MORRISTOWN,398
973308,NJ,NEWARK,9
973469,NJ,NEWARK,15
973561,NJ,WHIPPANY,0
973603,NJ,NEWARK,4
973613,NJ,NEWARK,6
973654,NJ,PATERSON,2
973719,NJ,NEWARK,17
973730,NJ,PASSAIC,1
973806,NJ,NEWARK,2
973880,NJ,PASSAIC,307
973892,NJ,MORRISTOWN,10
973899,NJ,NEWARK,2
973918,NJ,PATERSON,4
979223,TX,BRYAN,17
979226,TX,BRYAN,107
979228,TX,BRYAN,624
979424,TX,CLTLKJCKSN,116
979723,TX,ANGLETON,2
979753,TX,BRENHAM,5
979925,TX,FREEPORT,1
985699,LA,SLIDELL,29
985743,LA,HOUMA,2
985744,LA,HAMMOND,202
985786,LA,COVINGTON,97
985890,LA,HOUMA,34
989247,MI,MIDLAND,1
989253,MI,SAGINAW,148
989452,MI,CLARE,2
989454,MI,MIDLAND,3
989562,MI,WESTBRANCH,1
989591,MI,ALPENA,225
989594,MI,GAYLORD,36
989677,MI,ALMA,1
989829,MI,OWOSSO,22
